Specie,Recording,start_segment,End Time (s),f_min,f_max,Start of the next vocalization (s),length_segment,intersyllable_gap
Serpophaga_subcristata,XC15371,1.446,1.4692,2544.231,7170.105,1.546,0.0232,0.0768
Serpophaga_subcristata,XC148698,1.2854,1.3153,3506.785,12624.425,1.3459,0.0299,0.0306
Serpophaga_subcristata,XC1027372,0.6875,0.718,3271.154,6130.385,0.7579,0.0305,0.0399
Serpophaga_subcristata,XC115575,2.5544,2.5889,3055.435,13165.33,2.6078,0.0345,0.0189
Serpophaga_subcristata,XC118650,1.0215,1.1607,5936.538,10564.615,1.2855,0.1392,0.1248
Setopagis_parvula,XC1027560,1.5642,2.0045,883.537,2881.098,2.021,0.4403,0.0165
Setopagis_parvula,XC1027561,1.8415,2.1059,1229.455,2800.518,2.1806,0.2644,0.0747
Setopagis_parvula,XC1034701,0.3119,0.6263,1387.833,2689.997,0.6993,0.3144,0.073
Setopagis_parvula,XC1064784,0.8109,1.1249,1381.154,2701.731,1.2038,0.314,0.0789
Setopagis_parvula,XC1069965,1.9973,2.2575,1265.934,2848.352,2.3476,0.2602,0.0901
Setophaga_pitiayumi,XC1002705,2.3922,4.1978,6086.666,9993.159,4.4686,1.8056,0.2708
Setophaga_pitiayumi,XC1004388,4.0963,6.24,3150.0,7899.231,6.9605,2.1437,0.7205
Setophaga_pitiayumi,XC1004389,1.2912,3.4159,3440.769,8068.846,16.7464,2.1247,13.3305
Setophaga_pitiayumi,XC1011136,0.4365,2.2945,3982.418,6883.516,10.4795,1.858,8.185
Setophaga_pitiayumi,XC1011473,1.7059,3.5978,3181.208,8778.523,8.1321,1.8919,4.5343
Sicalis_citrina,XC164934,0.4931,0.7111,3428.571,9257.143,0.7734,0.218,0.0623
Sicalis_citrina,XC1572,1.0584,1.0969,3515.217,8308.696,1.1408,0.0385,0.0439
Sicalis_citrina,XC15355,1.8335,1.9723,3062.5,7996.528,2.0383,0.1388,0.066
Sicalis_citrina,XC122863,2.4678,2.5731,3916.284,7198.502,2.623,0.1053,0.0499
Sicalis_citrina,XC1571,1.0175,2.6689,3266.667,9963.333,2.7332,1.6514,0.0643
Sicalis_flaveola,XC1000551,1.6479,1.7389,4628.077,6615.0,1.862,0.091,0.1231
Sicalis_flaveola,XC1006617,2.0161,2.1102,2765.0,6580.0,5.597,0.0941,3.4868
Sicalis_flaveola,XC1015925,2.4552,2.5121,2981.271,11650.944,2.6165,0.0569,0.1044
Sicalis_flaveola,XC1017275,0.2395,0.3312,4933.84,5877.97,0.3871,0.0917,0.0559
Sicalis_flaveola,XC1018580,0.727,0.9289,5010.989,12079.121,1.2056,0.2019,0.2767
Sicalis_luteola,XC1048342,3.9438,4.0283,2690.11,11129.67,4.0632,0.0845,0.0349
Sicalis_luteola,XC1018928,1.1014,1.2047,3150.0,11533.846,1.2305,0.1033,0.0258
Sicalis_luteola,XC1018936,1.0021,1.0363,4603.846,8916.923,1.1357,0.0342,0.0994
Sicalis_luteola,XC1039559,2.6011,2.6726,3394.113,8727.718,2.7003,0.0715,0.0277
Sicalis_luteola,XC1071214,9.9536,9.9726,3660.973,10393.798,10.0724,0.019,0.0998
Sirystes_sibilator,XC1035118,0.5351,0.6454,2168.852,2741.189,0.7266,0.1103,0.0812
Sirystes_sibilator,XC1034726,0.425,0.5788,2515.522,2900.782,0.6103,0.1538,0.0315
Sirystes_sibilator,XC1050595,4.8348,4.9535,2016.449,2802.078,5.0232,0.1187,0.0697
Sirystes_sibilator,XC1006073,1.3888,1.5119,2210.764,3083.434,1.5888,0.1231,0.0769
Sirystes_sibilator,XC1006638,0.7881,0.857,1792.774,5161.017,0.9173,0.0689,0.0603
Sittasomus_griseicapillus,XC1034180,1.9634,2.1745,3282.219,12681.3,2.334,0.2111,0.1595
Sittasomus_griseicapillus,XC104286,0.2917,0.4271,3683.077,3998.077,0.6719,0.1354,0.2448
Sittasomus_griseicapillus,XC1050518,5.3507,5.6686,2584.958,7007.415,6.3194,0.3179,0.6508
Sittasomus_griseicapillus,XC1050522,3.3469,3.5532,3925.385,7947.692,4.9117,0.2063,1.3585
Sittasomus_griseicapillus,XC1031800,0.6548,0.7395,1451.95,4110.134,0.971,0.0847,0.2315
Spatula_platalea,XC998547,3.1663,3.2039,531.496,3496.682,3.3121,0.0376,0.1082
Spatula_platalea,XC44468,1.7351,1.7976,342.926,4869.55,1.871,0.0625,0.0734
Spatula_platalea,XC47078,1.4807,1.8095,357.568,4514.291,2.1128,0.3288,0.3033
Spatula_platalea,XC51957,3.1852,3.2021,2254.453,3752.573,3.4484,0.0169,0.2463
Spatula_platalea,XC521702,2.2376,2.2771,752.351,7974.922,2.4148,0.0395,0.1377
Spatula_versicolor,XC15273,0.4075,0.6213,993.757,3289.678,1.0372,0.2138,0.4159
Spatula_versicolor,XC22286,0.7058,1.03,843.089,5276.104,1.4543,0.3242,0.4243
Spatula_versicolor,XC37919,0.3608,0.5418,876.898,4315.716,1.087,0.181,0.5452
Spatula_versicolor,XC50346,4.7656,4.9553,2422.283,3313.237,5.1387,0.1897,0.1834
Spatula_versicolor,XC95160,19.8819,19.9647,1502.308,4264.615,21.3422,0.0828,1.3775
Spinus_magellanicus,XC1019024,1.4131,1.5429,3901.154,6081.923,1.6706,0.1298,0.1277
Spinus_magellanicus,XC1007839,2.3492,2.4677,3125.769,8432.308,2.5495,0.1185,0.0818
Spinus_magellanicus,XC1011785,2.7548,2.7903,5334.677,7888.856,2.8983,0.0355,0.108
Spinus_magellanicus,XC1011787,6.1796,6.2828,2373.654,6215.227,6.3332,0.1032,0.0504
Spinus_magellanicus,XC1011788,2.8622,3.0349,2615.541,8078.378,5.3487,0.1727,2.3138
Spizaetus_melanoleucus,XC125991,3.9602,4.3006,1389.706,9511.765,5.5309,0.3404,1.2303
Spizaetus_melanoleucus,XC277179,1.6156,2.007,2059.615,4676.538,2.4814,0.3914,0.4744
Spizaetus_melanoleucus,XC277180,1.6056,1.944,2004.648,4728.913,2.4681,0.3384,0.5241
Spizaetus_melanoleucus,XC33254,2.3918,2.5405,2491.712,3749.904,2.9393,0.1487,0.3988
Spizaetus_melanoleucus,XC111828,3.42,3.9663,1974.194,8941.935,4.2542,0.5463,0.2879
Spizaetus_ornatus,XC1046520,2.5327,2.6577,1453.846,2023.269,2.8468,0.125,0.1891
Spizaetus_ornatus,XC1018791,12.8988,13.3719,1730.508,2809.934,13.9245,0.4731,0.5526
Spizaetus_ornatus,XC1059173,1.2778,1.4674,2421.104,2632.459,2.8893,0.1896,1.4219
Spizaetus_ornatus,XC117330,2.023,2.1958,1502.308,2217.115,2.3992,0.1728,0.2034
Spizaetus_ornatus,XC1013667,0.5008,0.6405,1644.839,2467.259,0.8074,0.1397,0.1669
Spizaetus_tyrannus,XC1053927,9.2583,9.632,2398.846,4458.462,12.2944,0.3737,2.6624
Spizaetus_tyrannus,XC1068932,7.6029,7.9966,1650.434,2303.148,18.0232,0.3937,10.0266
Spizaetus_tyrannus,XC1069185,2.6296,2.8202,1556.044,2030.769,3.8782,0.1906,1.058
Spizaetus_tyrannus,XC11240,0.7003,1.9709,1830.566,2745.849,8.9016,1.2706,6.9307
Spizaetus_tyrannus,XC113754,2.9101,3.992,1626.287,4723.977,9.6047,1.0819,5.6127
Sporophila_angolensis,XC1003116,1.8335,1.9208,3041.239,4411.938,2.0736,0.0873,0.1528
Sporophila_angolensis,XC106304,4.7492,4.94,3060.452,4867.224,7.657,0.1908,2.717
Sporophila_angolensis,XC1066133,2.6608,2.8507,3198.462,4288.846,2.9444,0.1899,0.0937
Sporophila_angolensis,XC1067339,1.0643,1.2072,2604.329,4129.232,1.3198,0.1429,0.1126
Sporophila_angolensis,XC13103,2.0088,2.1795,3109.615,17526.923,2.3025,0.1707,0.123
Sporophila_bouvreuil,XC109493,0.4104,0.7759,1923.826,18350.336,0.9876,0.3655,0.2117
Sporophila_bouvreuil,XC10669,0.7963,1.0624,1960.0,7875.0,4.3599,0.2661,3.2975
Sporophila_bouvreuil,XC1062565,3.1551,3.2386,5360.831,7283.096,5.8906,0.0835,2.652
Sporophila_bouvreuil,XC1017663,5.2631,5.4989,5044.773,8519.318,10.1691,0.2358,4.6702
Sporophila_bouvreuil,XC1062564,8.2548,8.3946,4194.948,6258.767,13.8357,0.1398,5.4411
Sporophila_caerulescens,XC1049891,2.3294,2.5803,2775.666,7436.044,2.6311,0.2509,0.0508
Sporophila_caerulescens,XC106463,1.7287,1.8114,3735.156,7470.311,1.8902,0.0827,0.0788
Sporophila_caerulescens,XC1065440,2.572,2.6783,3397.822,7351.404,2.7276,0.1063,0.0493
Sporophila_caerulescens,XC1076844,4.9996,5.134,3780.0,5524.615,5.1808,0.1344,0.0468
Sporophila_caerulescens,XC108300,2.7578,2.9554,2809.934,7161.904,3.0147,0.1976,0.0593
Sporophila_cinnamomea,XC108306,2.8972,3.0585,3186.876,5448.53,3.2755,0.1613,0.217
Sporophila_cinnamomea,XC26395,2.5299,2.8119,4255.842,6484.414,18.3065,0.282,15.4946
Sporophila_cinnamomea,XC41806,3.9661,4.3556,3198.611,9425.694,8.8029,0.3895,4.4473
Sporophila_cinnamomea,XC47162,2.3971,2.6897,2878.469,4951.651,2.9384,0.2926,0.2487
Sporophila_cinnamomea,XC49694,1.9469,2.0305,3914.674,8228.804,2.1425,0.0836,0.112
Sporophila_collaris,XC25727,3.7596,3.9613,1959.184,5020.408,4.0824,0.2017,0.1211
Sporophila_collaris,XC25726,0.7866,0.9203,2189.011,6857.143,2.3951,0.1337,1.4748
Sporophila_collaris,XC203407,2.346,2.4316,2295.921,4454.773,2.5236,0.0856,0.092
Sporophila_collaris,XC108310,2.6729,2.7967,2229.231,4943.077,2.8679,0.1238,0.0712
Sporophila_collaris,XC255997,10.8784,10.957,1339.781,3835.452,11.7012,0.0786,0.7442
Sporophila_digiacomoi,XC307352,1.3472,1.6251,3349.451,4773.626,1.808,0.2779,0.1829
Sporophila_digiacomoi,XC307360,12.6994,12.9052,3230.769,5261.538,13.0456,0.2058,0.1404
Sporophila_digiacomoi,XC307430,9.8045,9.9466,2666.803,3412.762,10.1391,0.1421,0.1925
Sporophila_digiacomoi,XC307489,15.3347,15.4625,2690.11,3243.956,16.0213,0.1278,0.5588
Sporophila_digiacomoi,XC307510,2.8031,2.9926,2927.888,3412.762,3.1643,0.1895,0.1717
Sporophila_hypoxantha,XC1074842,7.0836,7.1756,4279.966,5076.239,7.2971,0.092,0.1215
Sporophila_hypoxantha,XC108323,1.5897,1.8066,2878.469,3323.946,1.994,0.2169,0.1874
Sporophila_hypoxantha,XC108324,8.9289,9.1962,3392.308,4773.462,9.397,0.2673,0.2008
Sporophila_hypoxantha,XC108329,6.5657,6.8053,3289.678,4351.97,7.2844,0.2396,0.4791
Sporophila_hypoxantha,XC2770,0.7399,0.8895,3135.522,3994.569,1.0156,0.1496,0.1261
Sporophila_leucoptera,XC119043,14.3429,14.6275,2278.788,3101.207,14.9223,0.2846,0.2948
Sporophila_leucoptera,XC1064096,7.2526,7.6234,2639.597,3314.563,8.0139,0.3708,0.3905
Sporophila_leucoptera,XC10231,4.2654,4.5598,2444.462,3017.039,4.8973,0.2944,0.3375
Sporophila_leucoptera,XC1013629,2.9459,3.402,2604.329,3443.882,3.7516,0.4561,0.3496
Sporophila_leucoptera,XC1017191,7.6494,7.945,1833.31,5534.198,8.5118,0.2956,0.5668
Sporophila_lineola,XC1017394,2.143,2.2433,3375.347,4214.9,2.4051,0.1003,0.1618
Sporophila_lineola,XC1018881,1.3538,1.4756,2189.011,4641.758,1.5089,0.1218,0.0333
Sporophila_lineola,XC1030234,1.6298,1.8177,1642.693,9950.931,7.1844,0.1879,5.3667
Sporophila_lineola,XC1030236,2.2614,2.3055,2370.669,4558.978,2.3561,0.0441,0.0506
Sporophila_lineola,XC1030252,1.7975,1.8991,2205.9,5188.879,1.948,0.1016,0.0489
Sporophila_maximiliani,XC18595,4.4606,4.5709,2256.525,4345.21,4.7662,0.1103,0.1953
Sporophila_maximiliani,XC602753,12.9565,13.0035,4009.529,4997.924,13.2232,0.047,0.2197
Sporophila_maximiliani,XC701601,3.8169,4.0849,3580.952,4797.448,4.1891,0.268,0.1042
Sporophila_maximiliani,XC745088,3.6607,3.9149,3392.481,4506.174,4.0412,0.2542,0.1263
Sporophila_maximiliani,XC745095,2.6326,2.79,3828.462,4676.538,3.1878,0.1574,0.3978
Sporophila_nigricollis,XC101409,3.6067,3.8072,2716.762,5686.246,3.8704,0.2005,0.0632
Sporophila_nigricollis,XC1017660,2.6161,2.7439,2497.573,4566.99,2.8436,0.1278,0.0997
Sporophila_nigricollis,XC1007768,0.5337,0.6031,2520.0,10564.615,0.658,0.0694,0.0549
Sporophila_nigricollis,XC1006015,3.2526,3.3723,3179.577,5440.61,3.4407,0.1197,0.0684
Sporophila_nigricollis,XC1010712,2.1567,2.2978,2797.885,4629.834,2.3582,0.1411,0.0604
Sporophila_nigrorufa,XC2246,1.5151,1.7134,2804.947,7168.198,3.7906,0.1983,2.0772
Sporophila_nigrorufa,XC2247,0.8039,1.3971,1750.591,7412.078,2.5754,0.5932,1.1783
Sporophila_nigrorufa,XC602754,1.428,1.6123,2155.932,9233.898,2.7785,0.1843,1.1662
Sporophila_nigrorufa,XC66672,1.1667,1.4931,2359.737,7079.211,1.7993,0.3264,0.3062
Sporophila_nigrorufa,XC84735,1.6412,1.985,2378.881,8606.058,2.2925,0.3438,0.3075
Sporophila_palustris,XC47161,3.6018,3.7446,3660.89,5135.781,3.8348,0.1428,0.0902
Sporophila_palustris,XC45248,22.2374,22.3572,2969.848,4547.58,22.4908,0.1198,0.1336
Sporophila_palustris,XC358505,5.6372,5.8192,3015.538,4883.116,5.9101,0.182,0.0909
Sporophila_palustris,XC17868,0.7089,0.9698,3255.411,5140.122,1.2014,0.2609,0.2316
Sporophila_palustris,XC108333,3.3256,3.4934,3101.207,5602.733,3.6592,0.1678,0.1658
Sporophila_pileata,XC1030280,5.0036,5.2554,2305.227,6147.273,5.5241,0.2518,0.2687
Sporophila_pileata,XC1074848,1.7134,2.0613,2574.69,3895.617,2.3645,0.3479,0.3032
Sporophila_pileata,XC1074849,1.0484,1.2851,3411.168,7492.386,8.3229,0.2367,7.0378
Sporophila_pileata,XC108298,1.0449,1.2671,4125.668,11117.463,5.0272,0.2222,3.7601
Sporophila_pileata,XC108299,3.1447,3.4379,3232.427,4601.454,3.772,0.2932,0.3341
Sporophila_plumbea,XC1072102,0.9244,1.0718,2601.404,4397.612,4.9266,0.1474,3.8548
Sporophila_plumbea,XC1030270,2.2131,2.3599,3184.221,5292.395,2.4499,0.1468,0.09
Sporophila_plumbea,XC1018678,4.1147,4.3185,2070.036,7534.184,4.5002,0.2038,0.1817
Sporophila_plumbea,XC1030264,2.1135,2.2223,3277.609,4530.449,2.3311,0.1088,0.1088
Sporophila_plumbea,XC1030268,2.8997,3.0308,3157.476,5076.384,3.1987,0.1311,0.1679
Sporophila_ruficollis,XC108335,0.3418,0.5139,3198.462,3416.538,0.8581,0.1721,0.3442
Sporophila_ruficollis,XC108339,3.0293,3.6038,3084.073,5928.274,3.77,0.5745,0.1662
Sporophila_ruficollis,XC108342,6.0323,6.3923,3066.94,4180.633,6.5815,0.36,0.1892
Sporophila_ruficollis,XC158049,3.8547,4.1225,2738.077,3392.308,4.3,0.2678,0.1775
Sporophila_ruficollis,XC312455,1.4415,1.8241,3468.925,5632.71,2.0357,0.3826,0.2116
Stelgidopteryx_ruficollis,XC1074998,3.9008,4.0797,1476.923,14610.989,4.1856,0.1789,0.1059
Stelgidopteryx_ruficollis,XC1077668,3.2743,3.572,2109.89,6567.033,6.6483,0.2977,3.0763
Stelgidopteryx_ruficollis,XC1077669,1.9594,2.2107,2268.132,6197.802,4.1936,0.2513,1.9829
Stelgidopteryx_ruficollis,XC1090535,0.2088,0.3834,3537.617,5392.29,0.5344,0.1746,0.151
Stelgidopteryx_ruficollis,XC121229,5.4199,5.6481,1697.056,5960.393,15.8523,0.2282,10.2042
Sterna_hirundo,XC1003347,8.2352,8.6605,2590.044,3434.925,8.9699,0.4253,0.3094
Sterna_hirundo,XC1002307,0.9764,1.2959,1024.638,6436.006,1.3244,0.3195,0.0285
Sterna_hirundo,XC1002290,0.0573,0.1603,2762.308,9013.846,0.2322,0.103,0.0719
Sterna_hirundo,XC1002292,0.6073,0.6806,1187.939,12918.841,0.9898,0.0733,0.3092
Sterna_hirundo,XC1002295,0.8999,0.9674,1121.73,8140.552,2.2245,0.0675,1.2571
Sterna_trudeaui,XC1078061,4.7395,4.8726,2369.627,8306.165,5.4799,0.1331,0.6073
Sterna_trudeaui,XC154428,4.6197,4.8954,1147.398,10526.131,5.0131,0.2757,0.1177
Sterna_trudeaui,XC154429,3.5837,3.8891,548.756,6235.86,4.0874,0.3054,0.1983
Sterna_trudeaui,XC22563,0.9386,1.2495,827.085,5330.105,1.6965,0.3109,0.447
Sterna_trudeaui,XC50261,0.9603,1.3047,824.335,6476.917,2.7265,0.3444,1.4218
Sternula_superciliaris,XC1050667,4.3658,4.4785,2096.427,6125.156,4.601,0.1127,0.1225
Sternula_superciliaris,XC119498,2.7684,2.8315,2274.652,7733.816,3.0051,0.0631,0.1736
Sternula_superciliaris,XC230036,0.2436,0.3362,2862.984,5575.285,1.1358,0.0926,0.7996
Sternula_superciliaris,XC2450,4.59,4.6608,2306.934,13197.81,6.4029,0.0708,1.7421
Sternula_superciliaris,XC257591,1.4094,1.5345,1051.126,5211.834,1.6455,0.1251,0.111
Stilpnia_cayana,XC1036459,3.7976,3.9668,5397.128,9171.591,8.2073,0.1692,4.2405
Stilpnia_cayana,XC1035608,0.6367,0.7166,6009.007,9166.282,1.5297,0.0799,0.8131
Stilpnia_cayana,XC1023122,5.5954,5.6879,7039.713,9047.341,5.8956,0.0925,0.2077
Stilpnia_cayana,XC1006626,0.5503,0.8122,6071.301,7611.781,1.5386,0.2619,0.7264
Stilpnia_cayana,XC1035599,0.914,1.0139,6359.13,8955.461,2.7478,0.0999,1.7339
Streptoprocne_zonaris,XC1048920,2.1391,2.3315,4119.386,6146.676,2.4918,0.1924,0.1603
Streptoprocne_zonaris,XC112599,1.8646,1.9381,2648.454,5040.606,3.4449,0.0735,1.5068
Streptoprocne_zonaris,XC116386,3.2325,3.3265,1637.584,8859.06,3.4825,0.094,0.156
Streptoprocne_zonaris,XC122690,0.1084,1.2969,3716.572,6111.143,1.4565,1.1885,0.1596
Streptoprocne_zonaris,XC12273,0.9178,0.9566,2479.543,4980.1,2.0641,0.0388,1.1075
Strix_huhula,XC1002209,3.5569,4.0852,399.808,896.538,13.7851,0.5283,9.6999
Strix_huhula,XC1011462,2.4484,2.7159,179.221,1301.299,15.3049,0.2675,12.589
Strix_huhula,XC1034574,3.6816,3.8492,234.312,949.581,13.523,0.1676,9.6738
Strix_huhula,XC1035229,2.0739,2.9481,659.341,9283.516,22.6905,0.8742,19.7424
Strix_huhula,XC119556,1.5819,2.4858,548.784,986.577,13.4931,0.9039,11.0073
Strix_virgata,XC1042911,2.7297,3.7853,2107.721,2788.676,0.0,1.0556,-3.7853
Strix_virgata,XC1042783,3.1688,3.3499,462.17,819.698,5.1271,0.1811,1.7772
Strix_virgata,XC1018365,2.0848,2.3878,241.611,1208.054,3.02,0.303,0.6322
Strix_virgata,XC1002834,2.4431,3.0994,570.863,945.492,11.9601,0.6563,8.8607
Strix_virgata,XC103241,5.6161,6.7474,711.341,2108.618,10.9897,1.1313,4.2423
Sublegatus_modestus,XC1072151,11.3425,11.5199,3014.71,4969.561,15.463,0.1774,3.9431
Sublegatus_modestus,XC108348,3.3341,3.3827,3780.0,4725.0,3.4495,0.0486,0.0668
Sublegatus_modestus,XC110420,3.7218,3.7594,2197.875,3483.538,3.7986,0.0376,0.0392
Sublegatus_modestus,XC174778,2.0036,2.1361,2751.477,9026.776,2.2372,0.1325,0.1011
Sublegatus_modestus,XC197397,9.9153,10.1638,3098.026,5942.115,13.5227,0.2485,3.3589
Suiriri_suiriri,XC15356,0.8453,0.8906,712.933,4863.222,0.9215,0.0453,0.0309
Suiriri_suiriri,XC145453,1.3277,1.3685,980.46,4878.386,1.4043,0.0408,0.0358
Suiriri_suiriri,XC1080108,10.5893,10.618,972.794,4936.029,10.6468,0.0287,0.0288
Suiriri_suiriri,XC1067449,3.0717,3.1426,1488.127,4622.691,3.2256,0.0709,0.083
Suiriri_suiriri,XC114971,1.1792,1.2335,1096.559,6185.281,1.3035,0.0543,0.07
Synallaxis_albescens,XC1000949,0.5844,0.7346,2281.713,5767.663,1.677,0.1502,0.9424
Synallaxis_albescens,XC1018336,7.2472,7.3089,2165.913,5911.668,7.4128,0.0617,0.1039
Synallaxis_albescens,XC1033832,5.796,5.843,967.999,4874.568,7.0877,0.047,1.2447
Synallaxis_albescens,XC103403,1.1411,1.3312,2014.089,4077.908,1.4121,0.1901,0.0809
Synallaxis_albescens,XC106358,6.624,6.7322,1182.228,5328.594,6.8265,0.1082,0.0943
Synallaxis_albilora,XC123684,1.4024,1.7009,1421.736,6070.587,5.2943,0.2985,3.5934
Synallaxis_albilora,XC118886,0.8007,1.0291,823.846,5185.385,1.9426,0.2284,0.9135
Synallaxis_albilora,XC1050658,3.1023,3.3994,1423.59,4677.511,4.451,0.2971,1.0516
Synallaxis_albilora,XC1074822,0.8039,1.0536,1182.228,4574.709,2.2987,0.2497,1.2451
Synallaxis_albilora,XC1074824,0.6728,0.9658,890.955,5037.32,3.4058,0.293,2.44
Synallaxis_frontalis,XC1003075,1.3795,1.4753,2378.571,6042.857,1.5965,0.0958,0.1212
Synallaxis_frontalis,XC1018927,0.6109,0.7154,2471.538,7366.154,0.8176,0.1045,0.1022
Synallaxis_frontalis,XC1019082,9.0391,9.2005,1948.229,5015.169,9.2941,0.1614,0.0936
Synallaxis_frontalis,XC1019649,0.5471,0.6906,1969.478,6277.713,0.7559,0.1435,0.0653
Synallaxis_frontalis,XC1030208,0.7642,0.8698,2354.854,6529.369,1.6842,0.1056,0.8144
Synallaxis_hypospodia,XC10780,1.7369,1.7706,1239.121,3479.071,1.7984,0.0337,0.0278
Synallaxis_hypospodia,XC131982,3.1394,3.1606,1812.534,4269.192,3.2009,0.0212,0.0403
Synallaxis_hypospodia,XC195191,0.7401,0.8062,1138.846,4712.885,0.9014,0.0661,0.0952
Synallaxis_hypospodia,XC195192,4.9085,4.9489,959.49,5122.989,4.993,0.0404,0.0441
Synallaxis_hypospodia,XC230307,1.3168,1.3641,1026.239,5644.315,1.4176,0.0473,0.0535
Synallaxis_scutata,XC1044402,1.1528,1.6301,1504.779,14964.191,2.4352,0.4773,0.8051
Synallaxis_scutata,XC103877,1.5038,1.8312,2704.683,5197.235,2.4357,0.3274,0.6045
Synallaxis_scutata,XC1008343,2.1023,2.5677,1649.177,14204.201,3.1467,0.4654,0.579
Synallaxis_scutata,XC102525,0.6908,1.0165,2161.562,14671.029,1.8172,0.3257,0.8007
Synallaxis_scutata,XC1037408,0.792,1.0265,1693.785,8253.352,1.893,0.2345,0.8665
Syrigma_sibilatrix,XC1005804,6.3963,6.7366,2011.833,11659.486,6.984,0.3403,0.2474
Syrigma_sibilatrix,XC108651,1.3746,1.4728,1233.629,11890.816,1.6416,0.0982,0.1688
Syrigma_sibilatrix,XC11426,10.8693,10.9661,246.556,1467.593,11.239,0.0968,0.2729
Syrigma_sibilatrix,XC14327,2.5283,2.9384,1045.785,1235.928,3.418,0.4101,0.4796
Syrigma_sibilatrix,XC147659,3.8153,4.0367,1850.444,11068.397,4.1562,0.2214,0.1195
Tachornis_squamata,XC11593,1.9107,2.1671,4944.545,6447.955,2.2328,0.2564,0.0657
Tachornis_squamata,XC127620,1.9509,2.2785,4991.538,6518.077,2.4896,0.3276,0.2111
Tachornis_squamata,XC127971,2.9183,3.0619,5251.656,6503.707,4.0132,0.1436,0.9513
Tachornis_squamata,XC230419,3.4272,3.9016,4301.696,6191.458,3.9801,0.4744,0.0785
Tachornis_squamata,XC253569,2.6687,2.9422,4900.25,5791.205,4.4455,0.2735,1.5033
Tachybaptus_dominicus,XC161320,2.0801,2.1187,545.97,5914.673,2.1299,0.0386,0.0112
Tachybaptus_dominicus,XC15443,2.6889,2.7078,605.503,4995.4,2.7281,0.0189,0.0203
Tachybaptus_dominicus,XC149805,1.1262,1.1554,3040.121,4348.582,1.1774,0.0292,0.022
Tachybaptus_dominicus,XC132052,0.2675,0.3324,5000.181,5568.974,0.4124,0.0649,0.08
Tachybaptus_dominicus,XC15442,0.25,0.2917,760.345,5575.862,0.3505,0.0417,0.0588
Tachycineta_albiventer,XC1055833,0.4053,0.6141,3222.692,6784.615,2.2369,0.2088,1.6228
Tachycineta_albiventer,XC1078084,0.0718,0.2526,2685.452,5855.777,2.274,0.1808,2.0214
Tachycineta_albiventer,XC119308,3.4455,3.711,3306.812,3855.092,3.788,0.2655,0.077
Tachycineta_albiventer,XC230431,0.4557,0.5646,3289.923,6024.468,1.2568,0.1089,0.6922
Tachycineta_albiventer,XC243134,1.6337,1.7698,2831.764,4870.634,3.4292,0.1361,1.6594
Tachycineta_leucorrhoa,XC1016903,3.4529,3.5695,2755.221,6798.783,3.7282,0.1166,0.1587
Tachycineta_leucorrhoa,XC1018918,5.5997,5.7609,1867.578,5362.861,5.8513,0.1612,0.0904
Tachycineta_leucorrhoa,XC118109,1.3495,1.4824,2219.227,5408.201,1.701,0.1329,0.2186
Tachycineta_leucorrhoa,XC132309,1.3675,1.437,3062.152,5116.408,1.6278,0.0695,0.1908
Tachycineta_leucorrhoa,XC15857,0.4589,0.6023,2383.784,14675.169,1.5036,0.1434,0.9013
Tachyphonus_coronatus,XC115014,0.1867,0.2854,6634.641,9009.256,0.3595,0.0987,0.0741
Tachyphonus_coronatus,XC109522,1.2735,1.5642,1688.657,4217.183,2.058,0.2907,0.4938
Tachyphonus_coronatus,XC1027465,1.3325,1.4719,1974.073,6795.996,2.9308,0.1394,1.4589
Tachyphonus_coronatus,XC1050554,4.0028,4.0906,3864.226,5032.481,5.4323,0.0878,1.3417
Tachyphonus_coronatus,XC1050555,5.995,6.1891,4445.388,6635.234,7.0764,0.1941,0.8873
Tachyphonus_rufus,XC113624,1.9404,2.0634,1832.967,4338.462,2.4123,0.123,0.3489
Tachyphonus_rufus,XC118929,3.9722,4.0511,2844.201,7298.974,5.3009,0.0789,1.2498
Tachyphonus_rufus,XC154507,0.3936,0.5859,5507.319,9631.92,5.5285,0.1923,4.9426
Tachyphonus_rufus,XC18098,1.0009,1.0377,2684.201,6232.014,1.9095,0.0368,0.8718
Tachyphonus_rufus,XC1059171,0.3997,0.5644,2498.962,4289.263,1.2045,0.1647,0.6401
Tangara_mexicana,XC1035450,0.2789,0.392,6334.849,7388.193,1.7035,0.1131,1.3115
Tangara_mexicana,XC1035453,0.4863,0.5496,6077.769,7724.418,2.6797,0.0633,2.1301
Tangara_mexicana,XC1056505,14.5849,14.6395,6336.81,8014.1,14.7698,0.0546,0.1303
Tangara_mexicana,XC108540,1.4149,1.4527,6644.512,16484.81,1.7175,0.0378,0.2648
Tangara_mexicana,XC119270,6.0792,6.1747,9513.535,12491.348,7.8924,0.0955,1.7177
Tapera_naevia,XC1017618,1.7125,1.9109,2453.006,2898.483,2.1679,0.1984,0.257
Tapera_naevia,XC1034159,2.4025,2.6585,2295.921,13501.388,2.9171,0.256,0.2586
Tapera_naevia,XC1001101,3.877,4.102,1429.615,2047.5,4.3083,0.225,0.2063
Tapera_naevia,XC1004614,0.8763,1.2322,1644.839,2210.253,1.4568,0.3559,0.2246
Tapera_naevia,XC10221,2.1264,2.3795,2550.771,2990.071,2.5609,0.2531,0.1814
Taraba_major,XC100829,3.377,3.4163,436.154,13714.615,3.6375,0.0393,0.2212
