Specie,Recording,start_segment,End Time (s),f_min,f_max,Start of the next vocalization (s),length_segment,intersyllable_gap
Heliomaster_furcifer,XC722935.mp3,0.7346,0.9865,3092.378,13579.573,3.5471,2519.0,25606.0
Heliomaster_furcifer,XC223906.mp3,1.2106,1.3733,3630.183,12503.963,3.5777,1627.0,22044.0
Heliomaster_furcifer,XC48793.mp3,2.1245,2.3016,4033.537,8470.427,3.7179,1771.0,14163.0
Heliomaster_longirostris,XC469149.mp3,0.8708,1.2667,3073.171,11707.317,2.2167,3959.0,9500.0
Heliomaster_longirostris,XC260534.mp3,1.0433,1.263,1210.061,13445.122,1.867,2197.0,6040.0
Heliomaster_longirostris,XC118965.mp3,0.5937,1.0177,3764.634,10890.549,5.2582,4240.0,42405.0
Heliomaster_longirostris,XC197771.mp3,1.1932,1.5385,3365.854,12878.049,2.5747,3453.0,10362.0
Heliomaster_longirostris,XC427439.mp3,0.2236,0.3354,2341.463,16097.561,1.0436,1118.0,7082.0
Heliornis_fulica,XC257474.mp3,8.02,8.4194,941.159,7260.366,9.9865,3994.0,15671.0
Heliornis_fulica,XC2327.mp3,0.5142,0.9377,1747.866,7798.171,2.0872,4235.0,11495.0
Heliornis_fulica,XC20168.mp3,0.8995,1.1732,2554.573,7260.366,1.5057,2737.0,3325.0
Heliornis_fulica,XC151940.mp3,8.7221,9.0479,292.683,6731.707,9.6369,3258.0,5890.0
Heliornis_fulica,XC118483.mp3,6.9061,7.2879,672.256,21243.293,7.5308,3818.0,2429.0
Hemithraupis_guira,XC1023132.mp3,0.166,1.5269,134.451,9360.849,24.0325,13609.0,225056.0
Hemithraupis_guira,XC1023134.mp3,1.2891,1.6453,941.159,8201.524,1.9845,3562.0,3392.0
Hemithraupis_guira,XC1027171.mp3,25.453,26.1012,292.683,9219.512,26.4469,6482.0,3457.0
Hemithraupis_guira,XC1032294.mp3,1.9637,2.3599,1170.732,21219.512,5.0298,3962.0,26699.0
Hemithraupis_guira,XC1035064.mp3,1.0078,1.3294,1478.963,8470.427,1.7368,3216.0,4074.0
Hemitriccus_margaritaceiventer,XC107266.mp3,2.4316,2.82,1747.866,6050.305,7.7678,3884.0,49478.0
Hemitriccus_margaritaceiventer,XC1069280.mp3,2.7766,3.0901,0.0,11293.902,8.5986,3135.0,55085.0
Hemitriccus_margaritaceiventer,XC103085.mp3,1.6743,2.2323,1210.061,7260.366,7.7117,5580.0,54794.0
Hemitriccus_margaritaceiventer,XC1019085.mp3,1.6395,2.4727,1210.061,3630.183,5.4024,8332.0,29297.0
Hemitriccus_margaritaceiventer,XC1015228.mp3,0.9561,1.4819,1949.543,14453.506,7.4095,5258.0,59276.0
Hemitriccus_striaticollis,XC119611.mp3,0.7523,1.0724,537.805,7798.171,8.7391,3201.0,76667.0
Hemitriccus_striaticollis,XC120037.mp3,2.0966,2.6457,1463.415,8487.805,7.6376,5491.0,49919.0
Hemitriccus_striaticollis,XC121262.mp3,0.6604,0.9905,1075.61,8335.976,9.2037,3301.0,82132.0
Hemitriccus_striaticollis,XC127628.mp3,2.7787,3.378,1882.317,8201.524,9.8072,5993.0,64292.0
Hemitriccus_striaticollis,XC127629.mp3,0.9618,1.6489,1613.415,7932.622,6.6505,6871.0,50016.0
Herpetotheres_cachinnans,XC103024.mp3,0.0963,0.6499,1024.39,5707.317,1.7811,5536.0,11312.0
Herpetotheres_cachinnans,XC102827.mp3,0.4461,0.9481,941.159,11966.159,1.0596,5020.0,1115.0
Herpetotheres_cachinnans,XC1041391.mp3,0.2639,0.7036,146.341,9073.171,1.4952,4397.0,7916.0
Herpetotheres_cachinnans,XC1012268.mp3,2.7397,3.4975,97.561,4000.0,4.2553,7578.0,7578.0
Herpetotheres_cachinnans,XC1018719.mp3,0.308,1.3346,0.0,5560.976,2.6007,10266.0,12661.0
Herpsilochmus_atricapillus,XC10676.mp3,1.3733,3.1821,268.902,6722.561,14.3028,18088.0,111207.0
Herpsilochmus_atricapillus,XC1065468.mp3,1.2968,2.0064,1463.415,8195.122,7.4138,7096.0,54074.0
Herpsilochmus_atricapillus,XC1064445.mp3,0.0871,0.9874,1024.39,7024.39,1.6408,9003.0,6534.0
Herpsilochmus_atricapillus,XC1037376.mp3,2.0356,4.0045,672.256,5109.146,11.0458,19689.0,70413.0
Herpsilochmus_atricapillus,XC1049830.mp3,0.2725,1.9397,1210.061,4033.537,13.8186,16672.0,118789.0
Herpsilochmus_longirostris,XC163597.mp3,1.2607,3.4568,4033.537,7125.915,11.1432,21961.0,76864.0
Herpsilochmus_longirostris,XC15439.mp3,0.5107,2.5534,1478.963,7260.366,16.9373,20427.0,143839.0
Herpsilochmus_longirostris,XC124596.mp3,2.4783,4.3689,585.366,4390.244,14.6907,18906.0,103218.0
Herpsilochmus_longirostris,XC1086408.mp3,1.4498,3.7647,537.805,6453.659,16.0411,23149.0,122764.0
Herpsilochmus_longirostris,XC11926.mp3,2.8756,5.7095,941.159,8470.427,6.2096,28339.0,5001.0
Himantopus_melanurus,XC104093.mp3,1.0371,1.1641,1747.866,11831.707,1.4815,1270.0,3174.0
Himantopus_melanurus,XC123242.mp3,1.1244,1.3578,268.902,8067.073,1.7502,2334.0,3924.0
Himantopus_melanurus,XC127678.mp3,0.2156,0.308,672.256,11428.354,0.9703,924.0,6623.0
Himantopus_melanurus,XC147547.mp3,0.57,0.75,1075.61,15461.89,2.2199,1800.0,14699.0
Himantopus_melanurus,XC115034.mp3,1.4605,1.7361,806.707,7529.268,2.425,2756.0,6889.0
Himantopus_mexicanus,XC139715.mp3,0.1145,0.2127,1613.415,8470.427,0.4253,982.0,2126.0
Himantopus_mexicanus,XC105491.mp3,6.4522,6.7537,0.0,15951.22,7.025,3015.0,2713.0
Himantopus_mexicanus,XC105630.mp3,0.6064,1.0612,1075.61,7260.366,3.6384,4548.0,25772.0
Himantopus_mexicanus,XC133081.mp3,0.4131,0.5436,1344.512,8067.073,1.4133,1305.0,8697.0
Himantopus_mexicanus,XC13598.mp3,0.9857,1.1345,941.159,10890.549,1.5436,1488.0,4091.0
Hirundinea_ferruginea,XC115295.mp3,0.7576,1.1954,1613.415,15999.695,2.3065,4378.0,11111.0
Hirundinea_ferruginea,XC118493.mp3,3.471,3.8567,1075.61,16403.049,7.7597,3857.0,39030.0
Hirundinea_ferruginea,XC119792.mp3,0.9486,1.5282,806.707,17075.305,10.6713,5796.0,91431.0
Hirundinea_ferruginea,XC119793.mp3,4.2429,5.0572,672.256,12638.415,8.5716,8143.0,35144.0
Hirundinea_ferruginea,XC127169.mp3,0.488,1.4031,1075.61,6453.659,4.8345,9151.0,34314.0
Hirundo_rustica,XC1002700.mp3,4.4483,4.784,1682.927,16756.098,4.9183,3357.0,1343.0
Hirundo_rustica,XC1001660.mp3,1.3668,2.5573,941.159,6184.756,2.91,11905.0,3527.0
Hirundo_rustica,XC1000517.mp3,17.3681,17.9232,731.707,16243.902,19.5887,5551.0,16655.0
Hirundo_rustica,XC1000505.mp3,3.9894,4.6964,1902.439,12000.0,7.7768,7070.0,30804.0
Hirundo_rustica,XC1000507.mp3,1.4077,1.9355,1902.439,10536.585,5.2787,5278.0,33432.0
Hydropsalis_maculicaudus,XC187198.mp3,7.7187,8.2793,1609.756,15365.854,13.4107,5606.0,51314.0
Hydropsalis_maculicaudus,XC1072162.mp3,37.6924,38.3216,1747.866,13982.927,43.0117,6292.0,46901.0
Hydropsalis_maculicaudus,XC119874.mp3,0.5768,1.1947,1075.61,15865.244,6.5915,6179.0,53968.0
Hydropsalis_maculicaudus,XC13333.mp3,0.8617,1.1848,2285.671,19360.976,5.504,3231.0,43192.0
Hydropsalis_maculicaudus,XC148192.mp3,0.9116,1.4951,1882.317,11428.354,4.4124,5835.0,29173.0
Hydropsalis_torquata,XC149109.mp3,22.2541,22.5933,1747.866,13176.22,23.4075,3392.0,8142.0
Hydropsalis_torquata,XC119876.mp3,0.312,0.5389,4974.695,21915.549,2.0421,2269.0,15032.0
Hydropsalis_torquata,XC117090.mp3,0.5142,0.8228,878.049,16682.927,1.3884,3086.0,5656.0
Hydropsalis_torquata,XC1039418.mp3,10.6289,11.1867,3219.512,23121.951,13.9756,5578.0,27889.0
Hydropsalis_torquata,XC1053672.mp3,3.6846,4.0742,1024.39,9219.512,8.3757,3896.0,43015.0
Hylocharis_chrysura,XC1008478.mp3,1.0372,1.2225,2957.927,14520.732,3.3155,1853.0,20930.0
Hylocharis_chrysura,XC1048328.mp3,3.8035,4.2486,5341.463,19829.268,4.3699,4451.0,1213.0
Hylocharis_chrysura,XC1062260.mp3,4.5759,5.0909,5707.317,20195.122,10.7563,5150.0,56654.0
Hylocharis_chrysura,XC108144.mp3,23.1763,24.7932,6189.474,12894.737,26.4102,16169.0,16170.0
Hylocharis_chrysura,XC147030.mp3,2.3917,3.3908,6857.012,11159.451,3.8752,9991.0,4844.0
Hylocharis_sapphirina,XC15663.mp3,0.5013,1.4413,0.0,22050.0,3.5405,9400.0,20992.0
Hylocharis_sapphirina,XC294913.mp3,2.0786,2.9645,3226.829,12907.317,5.7927,8859.0,28282.0
Hylocharis_sapphirina,XC15486.mp3,0.5264,1.2282,2285.671,14386.28,1.9739,7018.0,7457.0
Hylocharis_sapphirina,XC147153.mp3,1.7532,2.647,3226.829,12369.512,5.9644,8938.0,33174.0
Hylocharis_sapphirina,XC123241.mp3,1.5333,2.9314,3899.085,19629.878,6.6745,13981.0,37431.0
Hylophilus_amaurocephalus,XC103922.mp3,4.1749,4.8172,1344.512,18150.915,4.9089,6423.0,917.0
Hylophilus_amaurocephalus,XC103923.mp3,0.5144,0.9369,1882.317,8201.524,1.0472,4225.0,1103.0
Hylophilus_amaurocephalus,XC1089145.mp3,1.2025,1.9357,2341.463,10097.561,2.0823,7332.0,1466.0
Hylophilus_amaurocephalus,XC114973.mp3,0.2187,0.6561,1747.866,11428.354,0.7873,4374.0,1312.0
Hylophilus_amaurocephalus,XC115613.mp3,1.5309,1.849,1344.512,10621.646,1.8887,3181.0,397.0
Hylophilus_pectoralis,XC115713.mp3,0.896,3.0864,1317.073,14926.829,4.6296,21904.0,15432.0
Hylophilus_pectoralis,XC11047.mp3,1.5462,2.4482,1613.415,7125.915,6.8033,9020.0,43551.0
Hylophilus_pectoralis,XC118668.mp3,0.6962,2.1069,1210.061,8067.073,4.2871,14107.0,21802.0
Hylophilus_pectoralis,XC1078893.mp3,3.9199,4.819,1882.317,6722.561,9.602,8991.0,47830.0
Hylophilus_pectoralis,XC1080128.mp3,0.842,1.7284,1344.512,8604.878,3.3386,8864.0,16102.0
Hymenops_perspicillatus,XC46688.mp3,3.437,4.0701,1613.415,15596.341,12.3912,6331.0,83211.0
Hymenops_perspicillatus,XC396617.mp3,20.236,22.2873,1747.866,10487.195,26.778,20513.0,44907.0
Hymenops_perspicillatus,XC46689.mp3,10.8134,11.1101,537.805,15596.341,12.0497,2967.0,9396.0
Hymenops_perspicillatus,XC115725.mp3,3.3469,3.4994,1609.756,21658.537,4.0947,1525.0,5953.0
Hymenops_perspicillatus,XC115726.mp3,1.7704,1.8846,585.366,14634.146,2.5528,1142.0,6682.0
Hypocnemoides_maculicauda,XC100503.mp3,2.7006,6.8286,1344.512,8739.329,18.4797,41280.0,116511.0
Hypocnemoides_maculicauda,XC118335.mp3,10.6166,14.2114,2151.22,9411.585,29.162,35948.0,149506.0
Hypocnemoides_maculicauda,XC118861.mp3,10.07,14.4866,672.256,15596.341,17.49,44166.0,30034.0
Hypocnemoides_maculicauda,XC139994.mp3,1.2356,4.6496,806.707,8873.78,6.6655,34140.0,20159.0
Hypocnemoides_maculicauda,XC144513.mp3,0.2168,3.379,1613.415,17209.756,6.3062,31622.0,29272.0
Icterus_croconotus,XC224586.mp3,2.3016,2.8327,806.707,13310.671,4.3907,5311.0,15580.0
Icterus_croconotus,XC178365.mp3,1.4379,1.9065,806.707,18285.366,3.0859,4686.0,11794.0
Icterus_croconotus,XC202247.mp3,2.2699,2.7659,585.366,9073.171,4.5208,4960.0,17549.0
Icterus_croconotus,XC1060862.mp3,4.7711,5.1687,1170.732,6439.024,5.4669,3976.0,2982.0
Icterus_croconotus,XC114112.mp3,2.001,2.3802,878.049,11268.293,16.2611,3792.0,138809.0
Icterus_pyrrhopterus,XC10115.mp3,5.8754,6.474,1613.415,11562.805,10.3762,5986.0,39022.0
Icterus_pyrrhopterus,XC1019651.mp3,0.451,1.0021,1747.866,14386.28,2.0543,5511.0,10522.0
Icterus_pyrrhopterus,XC10286.mp3,1.8031,2.1827,1075.61,13714.024,2.6889,3796.0,5062.0
Icterus_pyrrhopterus,XC103021.mp3,3.237,3.5252,1344.512,14789.634,4.268,2882.0,7428.0
Icterus_pyrrhopterus,XC119077.mp3,1.3556,1.6389,1747.866,9680.488,2.9136,2833.0,12747.0
Ictinia_mississippiensis,XC278993.mp3,7.2066,7.8584,2554.573,11025.0,12.5301,6518.0,46717.0
Ictinia_mississippiensis,XC101930.mp3,37.5695,38.409,3495.732,10621.646,49.6904,8395.0,112814.0
Ictinia_mississippiensis,XC141554.mp3,1.9207,2.5609,1478.963,12772.866,13.338,6402.0,107771.0
Ictinia_mississippiensis,XC257016.mp3,1.9458,2.6051,1210.061,6991.463,2.9428,6593.0,3377.0
Ictinia_mississippiensis,XC263112.mp3,1.7861,2.4976,2285.671,16134.146,12.2992,7115.0,98016.0
Ictinia_plumbea,XC154392.mp3,1.5814,2.8056,1747.866,12100.61,10.3554,12242.0,75498.0
Ictinia_plumbea,XC119424.mp3,0.6283,1.2897,806.707,16940.854,9.4906,6614.0,82009.0
Ictinia_plumbea,XC112346.mp3,1.7896,3.008,1210.061,11428.354,10.7375,12184.0,77295.0
Ictinia_plumbea,XC1062259.mp3,2.1183,2.9367,585.366,11414.634,10.2785,8184.0,73418.0
Ictinia_plumbea,XC106579.mp3,3.4957,4.4327,672.256,13848.476,17.2081,9370.0,127754.0
Inezia_inornata,XC1045256.mp3,1.5032,2.5053,941.159,21377.744,5.9216,10021.0,34163.0
Inezia_inornata,XC1074833.mp3,0.6794,1.9816,4243.902,15365.854,5.7749,13022.0,37933.0
Inezia_inornata,XC108147.mp3,3.2921,4.2991,2823.476,15596.341,10.5347,10070.0,62356.0
Inezia_inornata,XC144951.mp3,0.9353,2.1659,2151.22,12369.512,11.7401,12306.0,95742.0
Inezia_inornata,XC148931.mp3,2.319,3.3681,2151.22,16403.049,16.1778,10491.0,128097.0
Ixobrychus_exilis,XC1006714.mp3,1.1882,2.0348,1170.732,7463.415,8.0799,8466.0,60451.0
Ixobrychus_exilis,XC1011209.mp3,6.325,6.7921,268.902,14520.732,12.3983,4671.0,56062.0
Ixobrychus_exilis,XC105383.mp3,3.376,3.5831,1882.317,16268.598,3.6867,2071.0,1036.0
Ixobrychus_exilis,XC1082216.mp3,3.9392,4.5502,0.0,20571.037,9.4701,6110.0,49199.0
Ixobrychus_exilis,XC110364.mp3,0.6809,1.8635,6588.11,8335.976,2.634,11826.0,7705.0
Ixobrychus_involucris,XC22916.mp3,15.661,16.6316,731.707,18146.341,29.5574,9706.0,129258.0
Ixobrychus_involucris,XC174474.mp3,10.6195,11.498,975.61,9853.659,19.1977,8785.0,76997.0
Ixobrychus_involucris,XC17036.mp3,3.041,4.1201,268.902,5781.402,27.8597,10791.0,237396.0
Ixobrychus_involucris,XC1046919.mp3,1.2257,1.7226,537.805,14655.183,3.3459,4969.0,16233.0
Ixobrychus_involucris,XC1046920.mp3,0.8107,1.1968,1624.737,18336.316,2.548,3861.0,13512.0
Jabiru_mycteria,XC116360.mp3,0.9366,1.1596,1024.39,17268.293,3.7465,2230.0,25869.0
Jabiru_mycteria,XC15438.mp3,0.633,0.9495,537.805,14789.634,7.4375,3165.0,64880.0
Jabiru_mycteria,XC422224.mp3,0.4149,0.6638,134.451,19495.427,10.6205,2489.0,99567.0
Jabiru_mycteria,XC506287.mp3,0.4136,0.7184,1613.415,13310.671,4.419,3048.0,37006.0
Jabiru_mycteria,XC543513.mp3,1.5966,2.5388,878.049,17707.317,3.4549,9422.0,9161.0
Jacana_jacana,XC109002.mp3,6.54,7.4121,1075.61,12369.512,10.4156,8721.0,30035.0
Jacana_jacana,XC108148.mp3,6.1833,6.6348,403.354,16671.951,6.8115,4515.0,1767.0
Jacana_jacana,XC115718.mp3,8.7496,9.3867,585.366,22829.268,9.8964,6371.0,5097.0
Jacana_jacana,XC1039955.mp3,1.6711,1.8568,537.805,11025.0,1.9098,1857.0,530.0
Jacana_jacana,XC1039956.mp3,4.8011,5.0664,537.805,12369.512,5.4377,2653.0,3713.0
Knipolegus_hudsoni,XC396987.mp3,1.3746,2.4742,1170.732,9365.854,15.4501,10996.0,129759.0
Knipolegus_hudsoni,XC21069.mp3,1.2607,1.3169,1613.415,11562.805,1.5821,562.0,2652.0
Knipolegus_hudsoni,XC995066.mp3,1.017,1.7183,878.049,10097.561,2.9457,7013.0,12274.0
Knipolegus_hudsoni,XC207292.mp3,0.4312,0.6024,907.12,12772.866,1.6018,1712.0,9994.0
Knipolegus_hudsoni,XC973888.mp3,2.8561,3.8583,1317.073,15219.512,16.6357,10022.0,127774.0
Knipolegus_lophotes,XC1032395.mp3,4.295,7.0349,941.159,11025.0,44.8282,27399.0,377933.0
Knipolegus_lophotes,XC115296.mp3,0.2491,0.4186,1075.61,11293.902,1.0564,1695.0,6378.0
Knipolegus_lophotes,XC299154.mp3,0.8097,1.6432,1463.415,10243.902,12.9315,8335.0,112883.0
Knipolegus_lophotes,XC43940.mp3,0.7823,1.209,2554.573,14924.085,1.6713,4267.0,4623.0
Knipolegus_lophotes,XC46693.mp3,4.6623,4.9784,2151.22,13176.22,7.6809,3161.0,27025.0
Knipolegus_striaticeps,XC971103.mp3,5.5905,5.9463,2634.146,19463.415,12.5533,3558.0,66070.0
Knipolegus_striaticeps,XC580351.mp3,5.8449,6.3532,470.579,16739.177,8.4093,5083.0,20561.0
Knipolegus_striaticeps,XC145430.mp3,0.7993,1.6985,2151.22,13848.476,2.5976,8992.0,8991.0
Knipolegus_striaticeps,XC579582.mp3,6.4495,7.2491,1210.061,16537.5,8.2618,7996.0,10127.0
Knipolegus_striaticeps,XC15398.mp3,0.3473,0.6656,1747.866,16806.402,4.2543,3183.0,35887.0
Laterallus_exilis,XC1007457.mp3,0.9517,1.7447,1317.073,10829.268,4.235,7930.0,24903.0
Laterallus_exilis,XC100981.mp3,5.6624,7.4743,2151.22,9680.488,9.085,18119.0,16107.0
Laterallus_exilis,XC102733.mp3,22.5739,23.6451,0.0,17560.976,23.7963,10712.0,1512.0
Laterallus_exilis,XC1069163.mp3,0.7667,2.0348,585.366,7024.39,21.439,12681.0,194042.0
Laterallus_exilis,XC118672.mp3,1.5039,2.9076,1344.512,9008.232,9.6251,14037.0,67175.0
Laterallus_flaviventer,XC548231.mp3,16.7574,17.8874,2184.832,4235.213,18.0597,11300.0,1723.0
Laterallus_flaviventer,XC548230.mp3,4.8021,5.0736,1932.736,4319.245,5.3974,2715.0,3238.0
Laterallus_flaviventer,XC386297.mp3,0.2192,0.7014,1075.61,10890.549,1.6221,4822.0,9207.0
Laterallus_flaviventer,XC119786.mp3,5.4198,5.9956,1075.61,10621.646,10.0266,5758.0,40310.0
Laterallus_flaviventer,XC548228.mp3,10.0197,10.5157,2957.927,15596.341,29.1775,4960.0,186618.0
Laterallus_melanophaius,XC100835.mp3,2.4797,5.1862,2016.768,16940.854,5.2349,27065.0,487.0
Laterallus_melanophaius,XC1018776.mp3,19.437,27.0925,0.0,19170.732,35.8416,76555.0,87491.0
Laterallus_melanophaius,XC1026130.mp3,1.9711,11.4023,403.354,8201.524,16.6182,94312.0,52159.0
Laterallus_melanophaius,XC1062253.mp3,1.6285,2.5984,1024.39,8926.829,5.0503,9699.0,24519.0
Laterallus_melanophaius,XC1069166.mp3,1.8053,8.9093,731.707,10975.61,8.968,71040.0,587.0
Laterallus_xenopterus,XC287628.mp3,8.0724,9.6409,1264.013,13041.768,9.7664,15685.0,1255.0
Laterallus_xenopterus,XC237225.mp3,0.1799,3.058,1902.439,13317.073,7.3393,28781.0,42813.0
Laterallus_xenopterus,XC15484.mp3,0.0,1.2959,0.0,11562.805,6.0627,12959.0,47668.0
Laterallus_xenopterus,XC15482.mp3,0.0727,1.0906,1075.61,9277.134,4.8712,10179.0,37806.0
Laterallus_xenopterus,XC15485.mp3,0.119,1.1304,2420.122,12369.512,7.035,10114.0,59046.0
Lathrotriccus_euleri,XC1003102.mp3,9.478,9.9493,1478.963,13176.22,11.9915,4713.0,20422.0
Lathrotriccus_euleri,XC1008476.mp3,0.6264,0.9397,1210.061,7125.915,1.1186,3133.0,1789.0
Lathrotriccus_euleri,XC1011963.mp3,2.6597,3.3423,1829.268,9439.024,11.0626,6826.0,77203.0
Lathrotriccus_euleri,XC1019654.mp3,4.5102,4.8894,1613.415,7394.817,7.4239,3792.0,25345.0
Lathrotriccus_euleri,XC1019655.mp3,2.4924,2.8158,1882.317,7529.268,5.5555,3234.0,27397.0
Legatus_leucophaius,XC1015864Table.mp3,13.3015,13.7457,2243.902,12000.0,14.5354,4442.0,7897.0
Legatus_leucophaius,XC1017616.mp3,31.6818,32.252,3842.045,14365.909,32.537,5702.0,2850.0
Legatus_leucophaius,XC1034586.mp3,12.0493,12.518,1747.866,9142.683,13.7679,4687.0,12499.0
Legatus_leucophaius,XC1034722.mp3,46.0506,46.7825,2420.122,12503.963,48.0773,7319.0,12948.0
Legatus_leucophaius,XC1039641.mp3,0.2149,0.8165,1317.073,7902.439,3.9538,6016.0,31373.0
Leistes_superciliaris,XC1008369.mp3,9.9496,10.0236,2784.53,7160.221,10.0626,0.074,0.039
Leistes_superciliaris,XC108157.mp3,3.0385,3.1303,1722.84,9131.053,3.9637,0.0919,0.8334
Leistes_superciliaris,XC103912.mp3,2.3334,2.4573,6374.509,7063.645,2.7009,0.124,0.2435
Leistes_superciliaris,XC1041254.mp3,6.2906,6.3629,2386.74,15381.215,9.2131,0.0723,2.8502
Leistes_superciliaris,XC1070604.mp3,2.2066,2.2621,3933.702,6320.442,2.3053,0.0555,0.0431
Lepidocolaptes_angustirostris,XC10292.mp3,4.883,5.3488,1035.497,6822.099,7.8957,0.4658,2.5468
Lepidocolaptes_angustirostris,XC1080141.mp3,3.8336,4.282,1249.059,4953.166,6.4924,0.4483,2.2105
Lepidocolaptes_angustirostris,XC113867.mp3,4.3416,4.5175,2466.92,2984.669,4.5751,0.176,0.0575
Lepidocolaptes_angustirostris,XC119023.mp3,10.8366,10.9775,1852.053,5340.805,11.043,0.1409,0.0656
Lepidocolaptes_angustirostris,XC126668.mp3,2.0256,2.2805,1949.171,16933.425,2.3547,0.2549,0.0742
Lepidocolaptes_fuscicapillus,XC224916.mp3,23.2547,27.4255,968.049,13821.585,,4.1708,
Lepidocolaptes_fuscicapillus,XC224921.mp3,13.1063,18.1056,1583.702,5482.044,22.159,4.9993,4.0535
Lepidocolaptes_fuscicapillus,XC1044600.mp3,8.4329,11.3649,974.586,4629.282,15.4905,2.932,4.1256
Lepidocolaptes_fuscicapillus,XC1035055.mp4,7.253,10.3255,2070.994,5360.221,22.5146,3.0725,12.1891
Lepidocolaptes_fuscicapillus,XC189724.mp3,8.6461,15.563,1082.927,3424.39,21.1245,6.9169,5.5615
Leptodon_cayanensis,XC113476.mp3,2.189,3.0751,365.47,3898.343,3.492,0.886,0.417
Leptodon_cayanensis,XC113753.mp3,6.6597,14.8552,609.116,4385.635,,8.1955,
Leptodon_cayanensis,XC117415.mp3,42.9001,44.8112,486.397,4539.706,,1.9111,
Leptodon_cayanensis,XC119258.mp3,37.1893,38.5667,2179.32,3776.061,39.1078,1.3774,0.5411
Leptodon_cayanensis,XC151969.mp3,30.3212,38.982,843.84,2156.48,,8.6607,
Leptopogon_amaurocephalus,XC1011205.mp3,14.5791,16.6178,1090.385,15507.692,26.5809,2.0388,9.963
Leptopogon_amaurocephalus,XC1064258.mp3,5.3487,7.0492,2332.705,10964.634,7.1738,1.7006,0.1246
Leptopogon_amaurocephalus,XC1075020.mp3,3.0389,3.0742,653.545,15729.628,3.0813,0.0353,0.0071
Leptopogon_amaurocephalus,XC109372.mp3,10.0502,10.5213,2558.287,16446.133,10.7831,0.4711,0.2617
Leptopogon_amaurocephalus,XC1050587.mp3,6.7186,7.3109,1583.702,7187.569,8.3865,0.5924,1.0756
Leptotila_rufaxilla,XC1008354.mp3,5.5448,6.4965,187.52,750.08,10.7172,0.9517,4.2207
Leptotila_rufaxilla,XC10120.mp3,6.5869,7.9043,335.014,4172.445,11.3197,1.3174,3.4154
Leptotila_rufaxilla,XC1034504.mp3,5.3123,6.9819,243.199,830.928,10.0175,1.6696,3.0356
Leptotila_rufaxilla,XC1035255.mp3,6.8668,8.0833,311.959,1029.464,13.6524,1.2166,5.5691
Leptotila_rufaxilla,XC1035554.mp3,5.9766,6.8399,215.355,904.491,8.8985,0.8633,2.0586
Leptotila_verreauxi,XC1017281.mp3,10.551,12.1763,197.963,822.307,16.3296,1.6252,4.1533
Leptotila_verreauxi,XC100055.mp3,11.9872,12.9051,215.355,861.42,24.4334,0.9179,11.5282
Leptotila_verreauxi,XC1009805.mp3,11.866,13.4623,322.358,603.12,21.2843,1.5963,7.822
Leptotila_verreauxi,XC1011486.mp3,8.0731,8.9099,228.77,540.729,11.4204,0.8368,2.5105
Leptotila_verreauxi,XC1016441.mp3,15.0332,17.016,309.392,685.083,24.4064,1.9828,7.3904
Leucochloris_albicollis,XC1052986.mp3,3.4161,5.5141,4020.166,8162.155,6.3681,2.098,0.854
Leucochloris_albicollis,XC1040541.mp3,7.1189,9.6132,3522.936,10490.709,11.4954,2.4943,1.8821
Leucochloris_albicollis,XC1006411.mp3,18.4593,19.199,1628.693,9521.591,,0.7397,
Leucochloris_albicollis,XC1000954.mp3,0.8798,1.0481,1218.232,10111.326,1.0902,0.1683,0.0421
Leucochloris_albicollis,XC1000953.mp3,2.515,2.968,2131.906,7918.508,3.9678,0.453,0.9998
Leucophaeus_pipixcan,XC160426.mp3,2.5677,2.9728,861.878,5635.359,5.0461,0.4051,2.0732
Leucophaeus_pipixcan,XC1084967.mp3,2.3604,2.6043,1096.409,17298.895,2.7406,0.2439,0.1363
Leucophaeus_pipixcan,XC138322.mp3,2.0142,2.7911,891.728,4296.507,3.194,0.7769,0.4028
Leucophaeus_pipixcan,XC160385.mp3,2.1819,3.8123,762.431,4441.989,4.5796,1.6304,0.7673
Leucophaeus_pipixcan,XC160387.mp3,4.3409,5.1438,1060.773,5171.271,7.2516,0.8029,2.1077
Limosa_haemastica,XC1063386.mp3,1.863,2.072,1185.444,3431.548,2.1538,0.209,0.0818
Limosa_haemastica,XC1063380.mp3,0.9678,1.2878,805.97,3223.881,1.4021,0.32,0.1143
Limosa_haemastica,XC1063387.mp3,0.9428,1.3091,1235.294,4941.176,1.7025,0.3663,0.3934
Limosa_haemastica,XC1063376.mp3,0.995,1.2838,1463.279,5705.92,5.776,0.2889,4.4922
Limosa_haemastica,XC1063391.mp3,1.3681,1.5541,499.134,5240.909,1.5789,0.186,0.0248
Lophornis_gouldii,XC701524.mp3,1.3924,1.5374,2917.127,11403.315,,0.145,
Lophornis_gouldii,XC168727.mp3,6.2799,6.4403,3182.32,11668.508,7.2462,0.1604,0.8058
Lophornis_magnificus,XC20848.mp3,1.225,1.4394,3062.5,11025.0,,0.2144,
Lophornis_magnificus,XC255966.mp3,2.4844,2.6878,3314.917,8618.785,,0.2034,
Lophornis_magnificus,XC284990.mp3,2.8311,3.006,2618.438,6132.656,3.4491,0.1749,0.4431
Lophornis_magnificus,XC556393.mp3,1.8759,2.2267,1583.702,16811.602,2.8825,0.3508,0.6558
